1,3887,0,0,2,-0.14,25.10,-0.23,1.73,9.71,0.26,-0.27,0.04,-0.01,0.08,0.94,0.33,2.47,-0.07,2.99,1,0,0,0,-0.15,99446.86,41.73,1.59,0.40,0.10,1,0,0.00,0,0
1,3939,1,0,2,-0.17,25.09,0.08,1.93,9.67,0.08,-0.23,0.03,-0.00,0.08,0.94,0.33,2.47,-0.06,2.98,2,0,0,0,-0.25,99447.22,41.73,1.65,0.40,0.10,1,0,0.00,0,0
1,4009,2,0,2,-0.22,25.08,0.34,1.04,9.71,-0.37,0.04,-0.00,-0.00,0.07,0.94,0.33,2.47,-0.05,3.01,3,0,0,0,-0.35,99447.74,41.73,1.69,0.40,0.10,0,0,0.00,122,0
1,4067,3,0,2,-0.29,25.08,0.04,0.24,9.63,-0.25,0.24,-0.02,-0.01,0.06,0.94,0.33,2.47,-0.05,3.02,4,0,0,0,-0.43,99448.55,41.73,1.73,0.40,0.10,0,0,0.00,122,0
1,4127,4,0,2,-0.15,25.08,-0.34,0.13,9.68,0.09,0.33,-0.04,-0.02,0.06,0.94,0.33,2.47,-0.07,3.03,5,0,0,0,-0.51,99447.00,41.73,1.77,0.40,0.10,1,0,0.00,122,0
1,4197,5,0,2,-0.14,25.08,-0.92,0.82,9.67,0.33,0.20,-0.06,-0.02,0.07,0.94,0.33,2.47,-0.09,3.02,6,0,0,0,-0.57,99446.88,41.11,1.80,0.40,0.10,1,0,0.00,122,0
1,4267,6,0,2,-0.18,25.08,-1.04,1.73,9.67,0.13,-0.09,-0.06,-0.02,0.08,0.94,0.33,2.47,-0.10,3.00,0,10,9,7,-0.63,99447.25,41.73,1.84,0.40,0.10,0,0,0.00,262,0
1,4327,7,0,2,-0.06,25.08,-0.73,1.54,9.63,-0.18,-0.30,-0.09,-0.02,0.08,0.94,0.33,2.47,-0.09,3.00,1,830,16,30,-0.69,99445.89,41.73,1.86,0.40,0.10,0,0,0.00,262,0
1,4377,8,0,2,-0.04,25.09,-0.42,1.01,9.75,-0.30,-0.38,-0.06,-0.02,0.08,0.94,0.33,-3.82,-0.08,3.01,2,75,18,54,-0.74,99445.67,41.73,-1.87,0.40,0.10,0,1,0.00,262,0
1,4430,9,0,2,-0.02,25.09,0.15,0.47,9.71,-0.23,-0.31,-0.09,-0.00,0.06,0.94,0.34,-3.83,-0.05,3.03,3,75,32,85,-0.79,99445.36,41.73,-1.86,0.40,0.10,0,1,0.00,262,0
1,4488,10,0,2,-0.08,25.10,0.54,0.13,9.63,0.10,-0.05,-0.02,-0.00,0.05,0.94,0.34,-3.84,-0.04,3.04,4,50,25,75,-0.83,99446.10,41.73,-1.81,0.40,0.10,0,0,0.00,373,0
1,4537,11,0,2,-0.15,25.10,0.19,0.51,9.90,0.27,0.14,0.04,0.00,0.06,0.94,0.34,-3.84,-0.04,3.03,5,29,9,78,-0.87,99446.88,41.73,-1.77,0.40,0.10,0,0,0.00,373,0
1,4587,12,0,1,-0.20,25.10,-0.11,1.27,9.71,0.25,0.29,0.01,-0.00,0.07,0.94,0.34,-3.83,-0.05,3.02,6,26,10,8,-0.90,99447.55,41.73,-1.76,0.40,0.10,0,0,0.00,373,0
1,4647,13,0,1,-0.15,25.11,-0.61,1.70,9.63,-0.03,0.28,0.01,-0.01,0.07,0.94,0.34,-3.83,-0.06,3.01,0,168,11,30,-0.93,99446.90,41.73,-1.73,0.40,0.10,0,1,0.00,373,0
1,4708,14,0,1,-0.12,25.11,-1.00,1.27,9.67,-0.29,0.11,0.07,-0.01,0.07,0.94,0.34,-3.83,-0.07,3.01,1,823,16,30,-0.96,99446.58,41.73,-1.70,0.40,0.10,0,1,0.00,373,0
1,4767,15,0,1,-0.17,25.11,-0.88,0.59,9.48,-0.29,-0.12,0.15,-0.02,0.06,0.94,0.33,-3.82,-0.07,3.04,2,77,16,55,-0.98,99447.20,41.73,-1.64,0.40,0.10,0,0,0.00,493,0
1,4828,16,0,1,-0.15,25.11,-0.54,0.16,9.63,-0.01,-0.28,0.26,-0.01,0.05,0.94,0.33,-3.81,-0.06,3.05,3,74,32,80,-1.00,99446.89,41.73,-1.58,0.40,0.10,0,0,0.00,493,0
1,4877,17,0,1,-0.14,25.11,-0.34,0.32,9.67,0.24,-0.30,0.27,-0.01,0.05,0.94,0.32,-3.80,-0.05,3.05,4,49,26,73,-1.02,99446.87,41.73,-1.56,0.40,0.10,0,1,0.00,493,0
1,4937,18,0,1,-0.19,25.11,0.04,1.16,9.59,0.32,-0.15,0.27,0.00,0.06,0.95,0.32,-3.78,-0.03,3.03,5,29,9,62,-1.03,99447.39,42.35,-1.54,0.40,0.10,0,1,0.00,493,0
1,4997,19,0,1,-0.13,25.11,0.42,1.70,9.67,0.10,0.04,0.36,0.01,0.06,0.95,0.31,-3.77,-0.02,3.01,6,26,9,8,-1.04,99446.64,41.73,-1.49,0.40,0.10,0,0,0.00,613,0
1,5047,20,0,1,-0.14,25.11,0.23,1.66,9.56,-0.16,0.18,0.53,0.01,0.07,0.95,0.31,-3.76,-0.02,3.01,0,163,11,29,-1.13,99446.81,41.73,-1.37,0.40,0.10,0,0,0.00,613,0
1,5107,21,0,1,-0.16,25.12,-0.30,1.01,9.67,-0.32,0.28,0.51,0.00,0.06,0.96,0.28,-3.71,-0.03,3.03,1,778,15,29,-1.16,99447.03,41.73,-1.33,0.40,0.10,0,1,0.00,613,0
1,5177,22,0,1,-0.05,25.12,-1.07,0.36,9.55,-0.13,0.25,0.61,-0.01,0.05,0.96,0.26,-3.68,-0.04,3.04,2,76,17,52,-1.18,99445.80,41.73,-1.25,0.40,0.10,0,1,0.00,613,0
1,5247,23,0,1,-0.08,25.12,-1.15,0.43,9.60,0.21,0.09,0.97,-0.01,0.05,0.97,0.24,-3.63,-0.05,3.04,3,74,32,83,-1.20,99446.07,41.73,-1.07,0.40,0.10,0,0,0.00,753,0
1,5307,24,0,1,-0.07,25.11,-1.07,1.16,9.68,0.27,-0.05,1.04,-0.01,0.06,0.97,0.22,-3.58,-0.05,3.03,4,47,25,69,-1.28,99446.03,41.73,-0.97,0.40,0.10,0,0,0.00,753,0
1,5357,25,0,1,-0.04,25.11,-0.19,1.54,9.67,0.11,-0.14,1.06,-0.01,0.07,0.98,0.19,-3.51,-0.04,3.01,5,28,9,68,-1.21,99445.60,41.73,-0.96,0.40,0.10,0,1,0.00,753,0
1,5417,26,0,1,-0.04,25.12,0.15,1.39,9.71,-0.14,-0.13,1.12,0.00,0.07,0.99,0.15,-3.45,-0.02,3.01,6,26,10,8,-1.27,99445.67,42.35,-0.86,0.40,0.10,0,1,0.00,753,0
